name,color,price_old,price_new,image,warranty,condition,accessories,CPU,RAM,capacity,time,battery
Điện thoại Mobell F209,Màu: Đen,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/06/0_46048944_mobellf209den_1741250488161.jpg,Chính hãng đến 20/11/2025,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/07/0_45555145_mobellf209den_1741354996097.jpg,Chính hãng đến 10/11/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,230.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/01/0_45880629_mobellf209vang_1738395132309.jpg,Chính hãng đến 07/11/2025,Có trầy xước,"Hộp, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46115887_mobellf209den_1743905153782.jpg,Chính hãng đến 07/12/2025,Có trầy xước,"Sách hướng dẫn, Hộp, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/04/21/0_45846403_mobellf209vang_1745214507560.jpg,Chính hãng đến 13/01/2026,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/04/0_45873692_mobellf209den_1738657376748.jpg,Chính hãng đến 29/12/2025,Có trầy xước,"Sách hướng dẫn,Hộp",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46099570_mobellf209den_1743914910215.jpg,Chính hãng đến 15/12/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/02/0_45783708_mobellf209den_1735824981845.jpg,Chính hãng đến 20/12/2025,Có trầy xước,Sạc liền cáp MicroUSB,Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/25/0_46293454_mobellf209den_1745579082866.jpg,Chính hãng đến 30/12/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/19/0_45868978_mobellf209vang_1737275962401.jpg,Chính hãng đến 17/12/2025,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,260.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/14/0_45761681_mobellf209den_1741937855825.jpg,Chính hãng đến 23/12/2025,Có trầy xước,Sách hướng dẫn,Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/02/0_46040245_mobellf209den_1740882701283.jpg,Chính hãng đến 02/03/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/02/26/0_46012688_mobellf209den_1740538798981.jpg,Chính hãng đến 19/02/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/11/0_46075994_mobellf209vang_1741690602225.jpg,Chính hãng đến 09/02/2026,Có trầy xước,Sạc liền cáp MicroUSB,Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/18/0_46266189_mobellf209vang_1744961463067.jpg,Chính hãng đến 27/02/2026,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/13/0_46073439_mobellf209den_1741829046739.jpg,Chính hãng đến 05/02/2026,Có trầy xước,Hộp,Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/07/0_46018408_mobellf209den_1741329040748.jpg,Chính hãng đến 21/01/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/10/0_46071484_mobellf209den_1741597447121.jpg,Chính hãng đến 25/02/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/10/0_46229170_mobellf209den_1744288165588.jpg,Chính hãng đến 09/02/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/05/0_46051145_mobellf209den_1741140220320.jpg,Chính hãng đến 08/02/2026,Có trầy xước,"Sách hướng dẫn,Hộp",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đỏ,270.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/11/0_46075907_mobellf209do_1741674601747.jpg,Chính hãng đến 23/01/2026,Có trầy xước,"Hộp, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,350.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/05/02/2_46318000_mobellf209den_1746148112252.jpg,Chính hãng đến 10/09/2025,Có trầy xước,Sạc liền cáp MicroUSB,Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/11/0_46236664_mobellf209vang_1744378295215.jpg,Chính hãng đến 30/03/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/03/0_46172509_mobellf209den_1743674470703.jpg,Chính hãng đến 17/03/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/04/19/0_46265294_mobellf209den_1745055248728.jpg,Chính hãng đến 16/04/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/05/0_46178924_mobellf209den_1743859149398.jpg,Chính hãng đến 31/03/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/14/0_46244696_mobellf209vang_1744618801470.jpg,Chính hãng đến 19/03/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/24/0_46179008_mobellf209den_1745471510457.jpg,Chính hãng đến 05/04/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/11/0_46074897_mobellf209den_1741666424958.jpg,Chính hãng đến 10/03/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đỏ,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/24/0_46143279_mobellf209do_1745491935513.jpg,Chính hãng đến 10/03/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/26/0_46148074_mobellf209vang_1742989615953.jpg,Chính hãng đến 25/03/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/15/0_46096198_mobellf209vang_1742007403503.jpg,Chính hãng đến 14/03/2026,Có trầy xước,"Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/24/0_46084114_mobellf209den_1742787957177.jpg,Chính hãng đến 12/03/2026,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Đen,380.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/02/0_46169819_mobellf209den_1743605092959.jpg,Chính hãng đến 16/03/2026,Có trầy xước,Sạc liền cáp MicroUSB,Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell F209,Màu: Vàng,390.000₫,620.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/18/0_46107213_mobellf209vang_1742263600330.jpg,Chính hãng đến 06/02/2026,Có trầy xước,"Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,12/2022,1500 mAh
Điện thoại Mobell M331 4G,Màu: Đỏ,190.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/11/17/0_45255409_mobellm331do_1731829606323.jpg,1 tháng tại TGDĐ,Có trầy xước,"Pin,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Xanh,190.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/20/0_45728695_mobellm331xanh_1734669865128.jpg,1 tháng tại TGDĐ,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Xanh,190.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/14/0_45412990_mobellm331xanh_1736834312292.jpg,1 tháng tại TGDĐ,Có trầy xước,"Pin, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,190.000₫,550.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-08-11/0_44918027_mobellm331den_1723368562026.jpg",Chính hãng đến 07/07/2025,Có trầy xước,Pin,Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đỏ,190.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/22/0_45515345_mobellm331do_1734846225228.jpg,1 tháng tại TGDĐ,Có trầy xước,"Hộp, Pin, Sách hướng dẫn",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đỏ,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/03/0_46171758_mobellm331do_1743662614160.jpg,Chính hãng đến 06/08/2025,Có trầy xước,"Pin,Sách hướng dẫn",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/16/0_45950412_mobellm331den_1739711859556.jpg,Chính hãng đến 14/08/2025,Có trầy xước,Pin,Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đỏ,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/11/0_46236720_mobellm331do_1744362387888.jpg,Chính hãng đến 19/08/2025,Có trầy xước,"Pin,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/10/26/0_45470964_mobellm331den_1729950372072.jpg,Chính hãng đến 14/08/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/13/0_46018914_mobellm331den_1741839952117.jpg,Chính hãng đến 22/08/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/01/21/0_45283824_mobellm331den_1737448324765.jpg,Chính hãng đến 03/08/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Xanh,200.000₫,550.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-08-31/0_45167185_mobellm331xanh_1725082063215.jpg",Chính hãng đến 07/08/2025,Có trầy xước,"Pin,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đỏ,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/04/0_45535915_mobellm331do_1733317590428.jpg,Chính hãng đến 29/08/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/06/0_45256926_mobellm331den_1733495750418.jpg,Chính hãng đến 17/08/2025,Có trầy xước,Pin,Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/11/0_45702367_mobellm331den_1744378487985.jpg,Chính hãng đến 09/08/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Xanh,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/10/20/0_45200708_mobellm331xanh_1729423357810.jpg,Chính hãng đến 26/08/2025,Có trầy xước,"Pin,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/12/0_45829598_mobellm331den_1744428966699.jpg,Chính hãng đến 08/08/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Xanh,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2024/12/29/0_45777854_mobellm331xanh_1735464065316.jpg,Chính hãng đến 22/07/2025,Có trầy xước,"Pin,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/15/0_45717116_mobellm331den_1734264063663.jpg,Chính hãng đến 30/07/2025,Có trầy xước,"Pin, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/11/06/0_45532094_mobellm331den_1730865023061.jpg,Chính hãng đến 25/07/2025,Có trầy xước,"Pin,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/10/0_45938557_mobellm331den_1739195681546.jpg,Chính hãng đến 14/08/2025,Có trầy xước,"Pin,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/26/0_45438861_mobellm331den_1742996944609.jpg,Chính hãng đến 17/08/2025,Có trầy xước,"Pin,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_45933657_mobellm331den_1745670737354.jpg,Chính hãng đến 17/08/2025,Có trầy xước,"Pin, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đỏ,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/06/0_45679551_mobellm331do_1736138056377.jpg,Chính hãng đến 21/08/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/04/15/0_45953589_mobellm331den_1744712537514.jpg,Chính hãng đến 22/08/2025,Có trầy xước,"Pin, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-09-11/0_45228540_mobellm331den_1726042557743.jpg",Chính hãng đến 17/08/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/31/0_46162534_mobellm331den_1743408839811.jpg,Chính hãng đến 05/09/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đỏ,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/02/0_45352426_mobellm331do_1740905787928.jpg,Chính hãng đến 13/08/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-09-18/0_45267419_mobellm331den_1726657852565.jpg",Chính hãng đến 18/08/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/10/25/0_45263146_mobellm331den_1729840470090.jpg,Chính hãng đến 23/08/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2024/11/07/0_45536830_mobellm331den_1730987928429.jpg,Chính hãng đến 15/08/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/11/04/0_45519052_mobellm331den_1730693484775.jpg,Chính hãng đến 19/08/2025,Có trầy xước,"Hộp, Pin",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-10-05/0_45348778_mobellm331den_1728131783137.jpg",Chính hãng đến 21/08/2025,Có trầy xước,"Pin,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
Điện thoại Mobell M331 4G,Màu: Đen,200.000₫,550.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-09-26/0_45317050_mobellm331den_1727347083399.jpg",Chính hãng đến 19/08/2025,Có trầy xước,"Pin,Hộp,Sạc liền cáp MicroUSB",Unisoc T107,48 MB,128 MB,09/2023,1000 mAh
