name,color,price_old,price_new,image,warranty,condition,accessories,CPU,RAM,capacity,time,battery
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/23/0_46283050_masstelizi104gden_1745417084093.jpg,Chính hãng đến 12/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/31/0_46162210_masstelizi104gden_1743412099777.jpg,Chính hãng đến 29/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Xanh Dương,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/30/0_46274692_masstelizi104gxanh_1746022972671.jpg,Chính hãng đến 20/04/2026,Có trầy xước,"Pin,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/14/0_46247704_masstelizi104gden_1744637146862.jpg,Chính hãng đến 13/04/2026,Có trầy xước,"Pin, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/07/0_46110598_masstelizi104gden_1744030901072.jpg,Chính hãng đến 16/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/01/0_46160560_masstelizi104gden_1743482327873.jpg,Chính hãng đến 24/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/18/0_46266358_masstelizi104gden_1744965152396.jpg,Chính hãng đến 11/04/2026,Có trầy xước,"Pin,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/27/0_46294006_masstelizi104gden_1745762387908.jpg,Chính hãng đến 19/04/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/13/0_46240594_masstelizi104gden_1744526028109.jpg,Chính hãng đến 23/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Xanh Dương,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/29/0_46068022_masstelizi104gxanh_1743248341597.jpg,Chính hãng đến 07/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen - Đỏ,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/13/0_46244158_masstelizi104gdendo_1744547081542.jpg,Chính hãng đến 11/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Xanh Dương,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/28/0_46134016_masstelizi104gxanh_1743171339404.jpg,Chính hãng đến 12/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/16/0_46096930_masstelizi104gden_1742136212540.jpg,Chính hãng đến 15/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/10/0_46219084_masstelizi104gden_1744292758302.jpg,Chính hãng đến 06/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Xanh Dương,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/12/0_46239958_masstelizi104gxanh_1744447672125.jpg,Chính hãng đến 30/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_46297625_masstelizi104gden_1745648193097.jpg,Chính hãng đến 18/03/2026,Có trầy xước,"Pin,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Xanh Dương,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46176029_masstelizi104gxanh_1743900398355.jpg,Chính hãng đến 21/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Xanh Dương,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/04/0_46175735_masstelizi104gxanh_1743762407219.jpg,Chính hãng đến 11/03/2026,Có trầy xước,"Pin,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/03/0_46172291_masstelizi104gden_1743673065706.jpg,Chính hãng đến 08/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/27/0_46296641_masstelizi104gden_1745756399330.jpg,Chính hãng đến 25/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/08/0_46213553_masstelizi104gden_1744119620391.jpg,Chính hãng đến 22/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_46263149_masstelizi104gden_1745676168862.jpg,Chính hãng đến 23/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/03/0_46169051_masstelizi104gden_1743663628165.jpg,Chính hãng đến 14/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen,250.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/28/0_46303787_masstelizi104gden_1745831301779.jpg,Chính hãng đến 21/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Đen - Đỏ,330.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/05/02/2_46322772_masstelizi104gdendo_1746195395863.jpg,Chính hãng đến 20/04/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel IZI 10,Màu: Xanh Dương,330.000₫,410.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/05/01/5_46318009_masstelizi104gxanh_1746106013209.jpg,Chính hãng đến 28/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền cáp MicroUSB",Unisoc UMS9117,48 MB,128 MB,12/2021,1000 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,220.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/30/0_46314913_masstelfami504gxanhduong_1745982259693.jpg,1 tháng tại TGDĐ,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,220.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/15/0_46081814_masstelfami504gxanhla_1742028209222.jpg,1 tháng tại TGDĐ,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,220.000₫,600.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-09-21/0_45290960_masstelfami504gden_1726926521976.jpg",Chính hãng đến 04/09/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,220.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/31/0_46139997_masstelfami504gden_1743383301514.jpg,1 tháng tại TGDĐ,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,220.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/13/0_46083363_masstelfami504gden_1741855986036.jpg,Chính hãng đến 04/09/2025,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,220.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/10/25/0_45155121_masstelfami504gden_1729845051959.jpg,Chính hãng đến 20/07/2025,Có trầy xước,Pin,Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,220.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/21/0_45666346_masstelfami504gden_1740138128001.jpg,Chính hãng đến 09/08/2025,Có trầy xước,"Hộp, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,220.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/28/0_46302706_masstelfami504gden_1745831783314.jpg,1 tháng tại TGDĐ,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,220.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/01/18/0_45846071_masstelfami504gxanhla_1737201499563.jpg,Chính hãng đến 07/08/2025,Có trầy xước,Pin,Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/27/0_45738588_masstelfami504gden_1740648943478.jpg,Chính hãng đến 19/11/2025,Có trầy xước,"Pin, Sách hướng dẫn, Hộp, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/18/0_45867864_masstelfami504gden_1737208769624.jpg,Chính hãng đến 03/12/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/15/0_46170366_masstelfami504gden_1744703222780.jpg,Chính hãng đến 07/11/2025,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/03/0_45666630_masstelfami504gxanhduong_1733222854234.jpg,Chính hãng đến 27/11/2025,Có trầy xước,"Pin,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/20/0_46255230_masstelfami504gxanhla_1745127055739.jpg,Chính hãng đến 08/09/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/18/0_46080918_masstelfami504gxanhduong_1744968268037.jpg,Chính hãng đến 18/11/2025,Có trầy xước,"Pin,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/20/0_46078470_masstelfami504gden_1745159780274.jpg,Chính hãng đến 25/10/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/11/04/0_45519276_masstelfami504gden_1730724576823.jpg,Chính hãng đến 15/10/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/14/0_45953328_masstelfami504gxanhla_1744634363382.jpg,Chính hãng đến 24/11/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/08/0_46066303_masstelfami504gxanhduong_1741404991464.jpg,Chính hãng đến 23/11/2025,Có trầy xước,Pin,Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/11/28/0_45407617_masstelfami504gxanhla_1732794250497.jpg,Chính hãng đến 09/09/2025,Có trầy xước,Pin,Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/16/0_45498079_masstelfami504gden_1734330121656.jpg,Chính hãng đến 09/09/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/11/29/0_45656203_masstelfami504gxanhduong_1732884009303.jpg,Chính hãng đến 25/10/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/04/0_45675188_masstelfami504gxanhduong_1733318054811.jpg,Chính hãng đến 01/12/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/27/0_46027339_masstelfami504gden_1740657912237.jpg,Chính hãng đến 04/12/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/23/0_45747596_masstelfami504gxanhduong_1734958096475.jpg,Chính hãng đến 12/11/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/01/0_46162802_masstelfami504gden_1743492591648.jpg,Chính hãng đến 03/11/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/15/0_45707708_masstelfami504gxanhduong_1734243786590.jpg,Chính hãng đến 08/11/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/14/0_45357368_masstelfami504gden_1741926369012.jpg,Chính hãng đến 07/09/2025,Có trầy xước,"Pin, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/19/0_46080164_masstelfami504gden_1742350469622.jpg,Chính hãng đến 15/10/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/10/26/0_45438567_masstelfami504gden_1729910315095.jpg,Chính hãng đến 09/09/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/17/0_46135677_masstelfami504gxanhduong_1744896905586.jpg,Chính hãng đến 19/11/2025,Có trầy xước,"Hộp, Pin, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/23/0_45875067_masstelfami504gxanhduong_1737596992056.jpg,Chính hãng đến 18/09/2025,Có trầy xước,"Pin,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/16/0_46252203_masstelfami504gden_1744770037769.jpg,Chính hãng đến 18/11/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/01/13/0_45843519_masstelfami504gxanhduong_1736753034837.jpg,Chính hãng đến 21/10/2025,Có trầy xước,"Pin, Sách hướng dẫn, Hộp, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/15/0_46094992_masstelfami504gden_1742046581261.jpg,Chính hãng đến 18/10/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/16/0_45804754_masstelfami504gden_1742129925660.jpg,Chính hãng đến 10/09/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/10/25/0_45460738_masstelfami504gxanhduong_1729843813340.jpg,Chính hãng đến 22/09/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/04/0_46048996_masstelfami504gden_1741094867165.jpg,Chính hãng đến 08/11/2025,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2024/12/11/0_45702640_masstelfami504gden_1733917899452.jpg,Chính hãng đến 02/12/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/16/0_45975460_masstelfami504gxanhla_1739686693645.jpg,Chính hãng đến 09/09/2025,Có trầy xước,"Hộp, Pin, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/10/0_46056761_masstelfami504gden_1744288625302.jpg,Chính hãng đến 06/09/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/08/0_45650723_masstelfami504gxanhduong_1733632004548.jpg,Chính hãng đến 16/10/2025,Có trầy xước,"Pin,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2024/12/28/0_45773585_masstelfami504gxanhduong_1735385879244.jpg,Chính hãng đến 24/11/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/02/0_45772901_masstelfami504gxanhduong_1735785497761.jpg,Chính hãng đến 09/11/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_45432875_masstelfami504gxanhla_1745675569260.jpg,Chính hãng đến 08/09/2025,Có trầy xước,"Pin,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/02/18/0_45748025_masstelfami504gxanhla_1739843560028.jpg,Chính hãng đến 21/10/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/28/0_46289225_masstelfami504gden_1745806717180.jpg,Chính hãng đến 17/09/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,230.000₫,600.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-10-03/0_45299123_masstelfami504gxanhla_1727945359301.jpg",Chính hãng đến 05/09/2025,Có trầy xước,"Pin,Sách hướng dẫn,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
